GTS_CITY_ID,GTS_CITY_NAME,GTS_CITY_DESCRIPTION,GTS_CITY_STATUS,GTS_COUNTRY_ID,GTS_STATE_ID
856,Tokyo,Tokyo is a major city known for its culture.,FALSE,27,1
857,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,25,22
858,Tokyo,Tokyo is a major city known for its culture.,TRUE,22,29
859,Guangzhou,Guangzhou is a major city known for its culture.,FALSE,11,15
860,Medellín,Medellín is a major city known for its culture.,FALSE,4,10
861,Nairobi,Nairobi is a major city known for its culture.,TRUE,10,17
862,Riyadh,Riyadh is a major city known for its culture.,FALSE,12,20
863,Cairo,Cairo is a major city known for its culture.,TRUE,23,16
864,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,17,11
865,Lahore,Lahore is a major city known for its culture.,TRUE,14,1
866,Seoul,Seoul is a major city known for its culture.,TRUE,4,21
867,Lahore,Lahore is a major city known for its culture.,FALSE,21,3
868,Tokyo,Tokyo is a major city known for its culture.,FALSE,20,22
869,São Paulo,São Paulo is a major city known for its culture.,TRUE,21,6
870,Manila,Manila is a major city known for its culture.,FALSE,25,2
871,Toronto,Toronto is a major city known for its culture.,FALSE,14,23
872,Mumbai,Mumbai is a major city known for its culture.,FALSE,3,18
873,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,3,3
874,Medellín,Medellín is a major city known for its culture.,TRUE,11,19
875,Manila,Manila is a major city known for its culture.,TRUE,18,24
876,Manila,Manila is a major city known for its culture.,TRUE,11,22
877,Sydney,Sydney is a major city known for its culture.,FALSE,4,25
878,Bangkok,Bangkok is a major city known for its culture.,FALSE,11,1
879,Nairobi,Nairobi is a major city known for its culture.,FALSE,1,13
880,Buenos Aires,Buenos Aires is a major city known for its culture.,TRUE,10,27
881,São Paulo,São Paulo is a major city known for its culture.,TRUE,10,25
882,Lahore,Lahore is a major city known for its culture.,FALSE,15,20
883,Buenos Aires,Buenos Aires is a major city known for its culture.,TRUE,9,25
884,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,3,25
885,Jakarta,Jakarta is a major city known for its culture.,FALSE,27,14
886,Milan,Milan is a major city known for its culture.,FALSE,17,8
887,Buenos Aires,Buenos Aires is a major city known for its culture.,TRUE,1,18
888,Milan,Milan is a major city known for its culture.,FALSE,1,10
889,Cairo,Cairo is a major city known for its culture.,TRUE,14,5
890,Paris,Paris is a major city known for its culture.,TRUE,24,17
891,Manila,Manila is a major city known for its culture.,FALSE,22,22
892,Moscow,Moscow is a major city known for its culture.,TRUE,28,22
893,São Paulo,São Paulo is a major city known for its culture.,FALSE,8,18
894,Bangkok,Bangkok is a major city known for its culture.,FALSE,2,18
895,Bangkok,Bangkok is a major city known for its culture.,FALSE,13,20
896,Seoul,Seoul is a major city known for its culture.,TRUE,28,14
897,Barcelona,Barcelona is a major city known for its culture.,TRUE,17,7
898,Cairo,Cairo is a major city known for its culture.,TRUE,12,27
899,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,26,7
900,Jakarta,Jakarta is a major city known for its culture.,FALSE,17,29
901,Medellín,Medellín is a major city known for its culture.,FALSE,8,6
902,Jakarta,Jakarta is a major city known for its culture.,TRUE,14,8
903,Jakarta,Jakarta is a major city known for its culture.,TRUE,11,29
904,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,26,9
905,Milan,Milan is a major city known for its culture.,FALSE,15,8
906,Guangzhou,Guangzhou is a major city known for its culture.,FALSE,21,9
907,Medellín,Medellín is a major city known for its culture.,FALSE,15,5
908,London,London is a major city known for its culture.,TRUE,21,20
909,Hanoi,Hanoi is a major city known for its culture.,FALSE,3,10
910,Stockholm,Stockholm is a major city known for its culture.,TRUE,8,16
911,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,2,9
912,Lahore,Lahore is a major city known for its culture.,FALSE,28,22
913,London,London is a major city known for its culture.,TRUE,1,8
914,Munich,Munich is a major city known for its culture.,FALSE,21,2
915,Milan,Milan is a major city known for its culture.,FALSE,8,10
916,Lagos,Lagos is a major city known for its culture.,FALSE,4,3
917,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,18,10
918,Stockholm,Stockholm is a major city known for its culture.,FALSE,17,15
919,Nairobi,Nairobi is a major city known for its culture.,FALSE,16,7
920,Bangkok,Bangkok is a major city known for its culture.,TRUE,25,10
921,London,London is a major city known for its culture.,FALSE,26,9
922,Tokyo,Tokyo is a major city known for its culture.,TRUE,28,21
923,Medellín,Medellín is a major city known for its culture.,TRUE,13,2
924,Milan,Milan is a major city known for its culture.,TRUE,30,1
925,Cape Town,Cape Town is a major city known for its culture.,FALSE,24,24
926,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,23,27
927,Seoul,Seoul is a major city known for its culture.,TRUE,6,22
928,Buenos Aires,Buenos Aires is a major city known for its culture.,FALSE,25,21
929,Guangzhou,Guangzhou is a major city known for its culture.,TRUE,18,30
930,São Paulo,São Paulo is a major city known for its culture.,TRUE,25,29
931,Hanoi,Hanoi is a major city known for its culture.,FALSE,30,18
932,London,London is a major city known for its culture.,FALSE,30,10
933,Milan,Milan is a major city known for its culture.,TRUE,23,25
934,London,London is a major city known for its culture.,FALSE,14,12
935,Barcelona,Barcelona is a major city known for its culture.,TRUE,23,8
936,Bangkok,Bangkok is a major city known for its culture.,FALSE,11,10
937,Seoul,Seoul is a major city known for its culture.,FALSE,25,25
938,Sydney,Sydney is a major city known for its culture.,FALSE,5,6
939,Nairobi,Nairobi is a major city known for its culture.,FALSE,8,18
940,Munich,Munich is a major city known for its culture.,FALSE,27,30
941,Mumbai,Mumbai is a major city known for its culture.,TRUE,27,23
942,Toronto,Toronto is a major city known for its culture.,TRUE,28,19
943,Paris,Paris is a major city known for its culture.,FALSE,24,26
944,Cairo,Cairo is a major city known for its culture.,TRUE,22,15
945,Barcelona,Barcelona is a major city known for its culture.,FALSE,15,29
946,Moscow,Moscow is a major city known for its culture.,FALSE,19,8
947,Nairobi,Nairobi is a major city known for its culture.,FALSE,2,4
948,Warsaw,Warsaw is a major city known for its culture.,TRUE,6,5
949,Bangkok,Bangkok is a major city known for its culture.,FALSE,10,9
950,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,8,21
951,Seoul,Seoul is a major city known for its culture.,TRUE,6,17
952,Medellín,Medellín is a major city known for its culture.,TRUE,22,25
953,Sydney,Sydney is a major city known for its culture.,FALSE,14,26
954,Nairobi,Nairobi is a major city known for its culture.,FALSE,15,27
955,Milan,Milan is a major city known for its culture.,FALSE,8,24
956,Toronto,Toronto is a major city known for its culture.,TRUE,25,26
957,Buenos Aires,Buenos Aires is a major city known for its culture.,TRUE,7,28
958,Medellín,Medellín is a major city known for its culture.,FALSE,26,6
959,Paris,Paris is a major city known for its culture.,FALSE,12,26
960,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,10,14
961,Munich,Munich is a major city known for its culture.,FALSE,5,23
962,Moscow,Moscow is a major city known for its culture.,TRUE,6,20
963,Sydney,Sydney is a major city known for its culture.,FALSE,18,25
964,Jakarta,Jakarta is a major city known for its culture.,TRUE,30,5
965,Manila,Manila is a major city known for its culture.,TRUE,3,30
966,Toronto,Toronto is a major city known for its culture.,TRUE,12,9
967,Manila,Manila is a major city known for its culture.,FALSE,18,7
968,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,25,13
969,Hanoi,Hanoi is a major city known for its culture.,TRUE,3,24
970,Jakarta,Jakarta is a major city known for its culture.,TRUE,16,12
971,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,29,22
972,Cairo,Cairo is a major city known for its culture.,TRUE,7,17
973,Moscow,Moscow is a major city known for its culture.,FALSE,6,20
974,Cape Town,Cape Town is a major city known for its culture.,TRUE,20,19
975,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,4,18
976,London,London is a major city known for its culture.,FALSE,28,28
977,Jakarta,Jakarta is a major city known for its culture.,TRUE,8,2
978,Bangkok,Bangkok is a major city known for its culture.,TRUE,17,11
979,Nairobi,Nairobi is a major city known for its culture.,FALSE,3,24
980,Nairobi,Nairobi is a major city known for its culture.,TRUE,28,20
981,Sydney,Sydney is a major city known for its culture.,FALSE,3,17
982,Mumbai,Mumbai is a major city known for its culture.,TRUE,25,2
983,Stockholm,Stockholm is a major city known for its culture.,TRUE,14,22
984,Cape Town,Cape Town is a major city known for its culture.,FALSE,17,1
985,Nairobi,Nairobi is a major city known for its culture.,FALSE,18,10
986,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,21,20
987,Buenos Aires,Buenos Aires is a major city known for its culture.,FALSE,22,30
988,Manila,Manila is a major city known for its culture.,TRUE,15,15
989,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,8,20
990,Toronto,Toronto is a major city known for its culture.,FALSE,21,7
991,Jakarta,Jakarta is a major city known for its culture.,TRUE,4,8
992,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,17,16
993,Milan,Milan is a major city known for its culture.,TRUE,25,25
994,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,5,18
995,Mumbai,Mumbai is a major city known for its culture.,TRUE,17,18
996,London,London is a major city known for its culture.,FALSE,24,14
997,Cairo,Cairo is a major city known for its culture.,FALSE,29,15
998,Riyadh,Riyadh is a major city known for its culture.,TRUE,8,23
999,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,13,30
1000,Lagos,Lagos is a major city known for its culture.,TRUE,9,21
