GTS_LANGUAGE_ID,GTS_LANGUAGE_NAME,GTS_LANGUAGE_DESCRIPTION,GTS_LANGUAGE_STATUS
563,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
564,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
565,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
566,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
567,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
568,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
569,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
570,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
571,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
572,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
573,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
574,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
575,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
576,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
577,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
578,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
579,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
580,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
581,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
582,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
583,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
584,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
585,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
586,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
587,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
588,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
589,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
590,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
591,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
592,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
593,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
594,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
595,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
596,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",FALSE
597,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
598,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
599,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
600,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
601,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
602,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
603,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
604,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
605,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
606,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
607,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
608,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
609,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
610,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
611,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
612,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
613,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
614,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
615,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
616,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
617,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
618,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
619,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
620,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
621,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",FALSE
622,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
623,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
624,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
625,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
626,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
627,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
628,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
629,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
630,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
631,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
632,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
633,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
634,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
635,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
636,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
637,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
638,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
639,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
640,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
641,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
642,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
643,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
644,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
645,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
646,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
647,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
648,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
649,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
650,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
651,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
652,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
653,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
654,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",FALSE
655,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
656,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
657,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
658,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
659,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
660,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
661,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
662,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
663,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
664,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
665,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
666,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
667,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
668,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
669,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
670,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
671,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
672,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
673,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",FALSE
674,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
675,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
676,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
677,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
678,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
679,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
680,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
681,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
682,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
683,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
684,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
685,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
686,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
687,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
688,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",FALSE
689,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
690,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
691,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
692,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
693,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
694,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
695,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
696,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
697,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
698,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
699,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
700,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
701,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
702,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
703,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
704,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
705,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
706,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
707,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
708,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
709,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
710,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
711,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
712,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
713,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
714,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
715,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
716,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
717,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
718,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
719,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
720,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
721,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
722,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
723,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
724,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
725,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
726,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
727,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
728,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
729,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
730,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
731,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
732,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
733,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
734,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
735,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
736,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
737,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
738,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
739,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
740,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
741,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
742,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
743,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
744,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
745,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
746,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",FALSE
747,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
748,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",FALSE
749,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
750,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
751,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
752,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
753,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
754,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
755,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
756,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
757,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
758,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
759,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
760,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
761,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
762,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
763,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
764,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
765,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
766,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
767,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
768,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
769,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
770,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
771,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
772,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
773,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
774,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
775,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
776,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
777,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
778,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
779,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
780,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
781,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
782,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
783,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
784,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
785,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
786,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
787,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
788,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
789,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
790,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
791,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
792,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
793,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
794,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
795,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
796,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
797,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
798,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
799,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
800,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
801,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
802,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
803,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
804,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
805,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
806,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
807,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
808,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
809,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
810,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
811,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
812,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
813,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
814,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
815,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
816,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
817,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
818,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
819,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",FALSE
820,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
821,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
822,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
823,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
824,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
825,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
826,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
827,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
828,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
829,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
830,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
831,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
832,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
833,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
834,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
835,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
836,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
837,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
838,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
839,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
840,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
841,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
842,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
843,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
